report_date,origin,product,trim_pct,delivery,region,price_low,price_high,unit,basis,source_url
2020-08-26,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/sx61f8522/wm118c20h/NW_LS421.TXT
2020-08-26,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/sx61f8522/wm118c20h/NW_LS421.TXT
2020-08-26,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/sx61f8522/wm118c20h/NW_LS421.TXT
2020-08-26,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/sx61f8522/wm118c20h/NW_LS421.TXT
2020-08-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8910kg986/6108w1690/NW_LS421.TXT
2020-08-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8910kg986/6108w1690/NW_LS421.TXT
2020-08-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8910kg986/6108w1690/NW_LS421.TXT
2020-08-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8910kg986/6108w1690/NW_LS421.TXT
2020-08-28,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8910kg986/6108w1690/NW_LS421.TXT
2020-08-28,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8910kg986/6108w1690/NW_LS421.TXT
2020-08-28,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8910kg986/6108w1690/NW_LS421.TXT
2020-08-28,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/8910kg986/6108w1690/NW_LS421.TXT
2020-09-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1z40mg699/q524kb480/NW_LS421.TXT
2020-09-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1z40mg699/q524kb480/NW_LS421.TXT
2020-09-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1z40mg699/q524kb480/NW_LS421.TXT
2020-09-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1z40mg699/q524kb480/NW_LS421.TXT
2020-09-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1z40mg699/q524kb480/NW_LS421.TXT
2020-09-02,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1z40mg699/q524kb480/NW_LS421.TXT
2020-09-02,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1z40mg699/q524kb480/NW_LS421.TXT
2020-09-02,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/1z40mg699/q524kb480/NW_LS421.TXT
2020-09-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193z868/r494w8671/NW_LS421.TXT
2020-09-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193z868/r494w8671/NW_LS421.TXT
2020-09-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193z868/r494w8671/NW_LS421.TXT
2020-09-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193z868/r494w8671/NW_LS421.TXT
2020-09-04,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193z868/r494w8671/NW_LS421.TXT
2020-09-04,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193z868/r494w8671/NW_LS421.TXT
2020-09-04,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193z868/r494w8671/NW_LS421.TXT
2020-09-04,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/np193z868/r494w8671/NW_LS421.TXT
2020-09-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/h702qw58p/pz50hk35b/NW_LS421.TXT
2020-09-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/h702qw58p/pz50hk35b/NW_LS421.TXT
2020-09-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/h702qw58p/pz50hk35b/NW_LS421.TXT
2020-09-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/h702qw58p/pz50hk35b/NW_LS421.TXT
2020-09-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/h702qw58p/pz50hk35b/NW_LS421.TXT
2020-09-09,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/h702qw58p/pz50hk35b/NW_LS421.TXT
2020-09-09,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/h702qw58p/pz50hk35b/NW_LS421.TXT
2020-09-09,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/h702qw58p/pz50hk35b/NW_LS421.TXT
2020-09-11,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bg2583669/kd17dh493/NW_LS421.TXT
2020-09-11,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bg2583669/kd17dh493/NW_LS421.TXT
2020-09-11,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bg2583669/kd17dh493/NW_LS421.TXT
2020-09-11,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bg2583669/kd17dh493/NW_LS421.TXT
2020-09-11,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bg2583669/kd17dh493/NW_LS421.TXT
2020-09-11,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bg2583669/kd17dh493/NW_LS421.TXT
2020-09-11,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bg2583669/kd17dh493/NW_LS421.TXT
2020-09-11,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/bg2583669/kd17dh493/NW_LS421.TXT
2020-09-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,208.00,209.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qb98n469g/02871k14z/NW_LS421.TXT
2020-09-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,205.00,205.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qb98n469g/02871k14z/NW_LS421.TXT
2020-09-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,184.00,184.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qb98n469g/02871k14z/NW_LS421.TXT
2020-09-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qb98n469g/02871k14z/NW_LS421.TXT
2020-09-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qb98n469g/02871k14z/NW_LS421.TXT
2020-09-16,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qb98n469g/02871k14z/NW_LS421.TXT
2020-09-16,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qb98n469g/02871k14z/NW_LS421.TXT
2020-09-16,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qb98n469g/02871k14z/NW_LS421.TXT
2020-09-18,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,208.00,209.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/n296xn46r/nk323365c/NW_LS421.TXT
2020-09-18,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,205.00,205.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/n296xn46r/nk323365c/NW_LS421.TXT
2020-09-18,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,184.00,184.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/n296xn46r/nk323365c/NW_LS421.TXT
2020-09-18,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/n296xn46r/nk323365c/NW_LS421.TXT
2020-09-18,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/n296xn46r/nk323365c/NW_LS421.TXT
2020-09-18,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/n296xn46r/nk323365c/NW_LS421.TXT
2020-09-18,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/n296xn46r/nk323365c/NW_LS421.TXT
2020-09-18,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/n296xn46r/nk323365c/NW_LS421.TXT
2020-09-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/t722j023v/qj72px53w/NW_LS421.TXT
2020-09-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/t722j023v/qj72px53w/NW_LS421.TXT
2020-09-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/t722j023v/qj72px53w/NW_LS421.TXT
2020-09-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/t722j023v/qj72px53w/NW_LS421.TXT
2020-09-23,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/t722j023v/qj72px53w/NW_LS421.TXT
2020-09-23,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/t722j023v/qj72px53w/NW_LS421.TXT
2020-09-23,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/t722j023v/qj72px53w/NW_LS421.TXT
2020-09-23,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/t722j023v/qj72px53w/NW_LS421.TXT
2020-09-25,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c534gb92s/x346dt36s/NW_LS421.TXT
2020-09-25,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c534gb92s/x346dt36s/NW_LS421.TXT
2020-09-25,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c534gb92s/x346dt36s/NW_LS421.TXT
2020-09-25,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c534gb92s/x346dt36s/NW_LS421.TXT
2020-09-25,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c534gb92s/x346dt36s/NW_LS421.TXT
2020-09-25,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c534gb92s/x346dt36s/NW_LS421.TXT
2020-09-25,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c534gb92s/x346dt36s/NW_LS421.TXT
2020-09-25,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/c534gb92s/x346dt36s/NW_LS421.TXT
2020-09-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,205.00,206.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9z903q18g/sx61f948p/NW_LS421.TXT
2020-09-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,199.00,200.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9z903q18g/sx61f948p/NW_LS421.TXT
2020-09-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,180.00,182.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9z903q18g/sx61f948p/NW_LS421.TXT
2020-09-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9z903q18g/sx61f948p/NW_LS421.TXT
2020-09-30,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9z903q18g/sx61f948p/NW_LS421.TXT
2020-09-30,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9z903q18g/sx61f948p/NW_LS421.TXT
2020-09-30,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9z903q18g/sx61f948p/NW_LS421.TXT
2020-09-30,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/9z903q18g/sx61f948p/NW_LS421.TXT
2020-10-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,205.00,206.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850618k/fb495035r/NW_LS421.TXT
2020-10-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,199.00,200.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850618k/fb495035r/NW_LS421.TXT
2020-10-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,180.00,182.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850618k/fb495035r/NW_LS421.TXT
2020-10-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850618k/fb495035r/NW_LS421.TXT
2020-10-02,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850618k/fb495035r/NW_LS421.TXT
2020-10-02,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850618k/fb495035r/NW_LS421.TXT
2020-10-02,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850618k/fb495035r/NW_LS421.TXT
2020-10-02,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/34850618k/fb495035r/NW_LS421.TXT
2020-10-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,202.00,204.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/ht24x827n/xw42p042c/NW_LS421.TXT
2020-10-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,198.00,200.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/ht24x827n/xw42p042c/NW_LS421.TXT
2020-10-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/ht24x827n/xw42p042c/NW_LS421.TXT
2020-10-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/ht24x827n/xw42p042c/NW_LS421.TXT
2020-10-07,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/ht24x827n/xw42p042c/NW_LS421.TXT
2020-10-07,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/ht24x827n/xw42p042c/NW_LS421.TXT
2020-10-07,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/ht24x827n/xw42p042c/NW_LS421.TXT
2020-10-07,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/ht24x827n/xw42p042c/NW_LS421.TXT
2020-10-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,202.00,204.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/r207vc40d/p5548g81k/NW_LS421.TXT
2020-10-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,198.00,200.00,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/r207vc40d/p5548g81k/NW_LS421.TXT
2020-10-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/r207vc40d/p5548g81k/NW_LS421.TXT
2020-10-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/r207vc40d/p5548g81k/NW_LS421.TXT
2020-10-09,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/r207vc40d/p5548g81k/NW_LS421.TXT
2020-10-09,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/r207vc40d/p5548g81k/NW_LS421.TXT
2020-10-09,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/r207vc40d/p5548g81k/NW_LS421.TXT
2020-10-09,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/r207vc40d/p5548g81k/NW_LS421.TXT
2020-10-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qf85p3049/kk91g9798/NW_LS421.TXT
2020-10-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qf85p3049/kk91g9798/NW_LS421.TXT
2020-10-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qf85p3049/kk91g9798/NW_LS421.TXT
2020-10-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qf85p3049/kk91g9798/NW_LS421.TXT
2020-10-14,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qf85p3049/kk91g9798/NW_LS421.TXT
2020-10-14,URUGUAY,Beef Trim,85,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qf85p3049/kk91g9798/NW_LS421.TXT
2020-10-14,URUGUAY,Beef Trim,80,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qf85p3049/kk91g9798/NW_LS421.TXT
2020-10-14,URUGUAY,Beef Trim,75,0-15 Days,,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/qf85p3049/kk91g9798/NW_LS421.TXT
2020-10-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,85,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0g355530k/r781x614f/NW_LS421.TXT
2020-10-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,80,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0g355530k/r781x614f/NW_LS421.TXT
2020-10-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,75,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0g355530k/r781x614f/NW_LS421.TXT
2020-10-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,70,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0g355530k/r781x614f/NW_LS421.TXT
2020-10-16,AUSTRALIA AND NEW ZEALAND,Beef Trim,65,0-15 Days,East Coast,,,USD/cwt,FOB/TIS,https://esmis.nal.usda.gov/sites/default/release-files/c821gj77m/0g355530k/r781x614f/NW_LS421.TXT
